,id,env,algo,policy,weight_init,bias_init,activation_fn,policy_net_scaling,performance,trials,peak_perf
13,309a5dfa-0336-11ed-9535-88e9fe66e82b,LunarLander-v2,DQN,DQNPolicy,lecun_uniform,random_uniform,Tanh,,76.49781910499999,-48.33110944 -110.69139168000001 -64.11225277999999 -42.39212318 -73.30275032 -53.018483360000005 -31.61206348 28.57047904 56.183388019999995 56.697562579999996 116.46804545999998 168.21926386 147.33236677999997 135.70228360000002 189.98361988000002 212.19213462 191.04733656000002 202.44190641999998 228.27188683999998 220.30628268 ,228.27188684
14,1694bad4-0347-11ed-bfef-c545e806f25b,LunarLander-v2,DQN,DQNPolicy,lecun_uniform,random_uniform,ReLU,,86.363845124,-245.46074888000004 -86.94761518 57.93322109999999 27.135755199999995 29.253028240000003 37.081801080000005 71.75315198000001 102.16390403999999 83.65343876 121.31216067999999 120.66949367999999 127.14764098 135.19175738 169.88279176000003 199.84085996 145.8100302 148.71832826 114.58610238000001 168.21416283999997 199.33763801999999 ,199.84085996
15,de200d68-0349-11ed-8342-71bd901a07f0,LunarLander-v2,DQN,DQNPolicy,sparse,0.01,LeakyReLU,,90.37240507,-68.33838748000001 -87.25144243999998 -30.695840380000003 -28.721399900000005 85.87311875999998 61.39684262000001 73.1251321 -17.029392559999998 116.10076364 132.69660100000002 95.05797432 185.19770552 202.37789132 142.82948496 125.99872542 172.313526 171.7899129 117.59190846000001 166.14286578 190.99211136 ,202.37789132
16,7bc21f60-0350-11ed-bfef-c545e806f25b,LunarLander-v2,DQN,DQNPolicy,lecun_uniform,random_uniform,LeakyReLU,,101.705896933,-199.12352138 -76.19756544 -2.3930696 47.83464146 66.74984750000002 99.69874933999999 146.19428309999998 130.24244531999997 98.56166028 82.9395572 132.67919162 136.63175718 136.48731956 152.93667228 201.7460428 138.3516916 188.23837315999998 174.66486348 148.00829063999998 229.86670856 ,229.86670856
17,378e965a-0352-11ed-8342-71bd901a07f0,LunarLander-v2,DQN,DQNPolicy,sparse,0.01,ReLU,,90.546403426,-140.7898829 -99.37704752 -52.63093398000001 17.631687160000006 66.31696059999999 108.04784190000001 178.19124496 107.03659775999999 124.85014042 48.2851602 143.7574925 40.11603344 193.61476964 149.66659654 175.4038049 135.39356698 153.15067652 136.23740752 157.19250032 168.83345156 ,193.61476964
18,89f94e8e-0358-11ed-bfef-c545e806f25b,LunarLander-v2,DQN,DQNPolicy,lecun_uniform,zeros,Sigmoid,,76.26540542699999,-64.866024 -64.01839754000001 -69.5851897 24.86165134 -11.686110540000001 -22.67650064 19.848735460000004 -4.1476923800000005 37.24253852 66.12055308 55.88595834 63.32888924 193.74446246 194.4293386 164.6312271 126.27785656 211.03071858000004 196.81689816 201.155842 206.9133539 ,211.03071858000004
19,49b5dfd2-035c-11ed-8342-71bd901a07f0,LunarLander-v2,DQN,DQNPolicy,sparse,0.01,Tanh,,97.405682372,-160.86656327999998 46.24686768000001 -50.380163280000005 -25.22554514 55.53849952 99.37113930000001 74.91648205999999 18.90464891999999 80.7575198 105.85446086000002 172.89372459999998 111.30444659999998 104.17994316000002 210.88370781999998 169.55931566 164.49775744000002 211.73816634 159.63302605999996 202.41008314 195.89613018 ,211.73816634
20,b3fb4c42-0361-11ed-bfef-c545e806f25b,LunarLander-v2,DQN,DQNPolicy,lecun_uniform,zeros,Tanh,,132.678969425,-17.07221038 -47.065902200000004 -65.37495424 22.3570834 9.201357499999995 88.4471134 52.81931022000001 105.08794254 215.55930561999998 186.31795603999998 152.06152354 208.86909628000004 230.09748188000003 210.20134738000002 214.46413747999995 204.01822764000002 238.95312210000003 240.9121058 214.03366408000002 189.69168042 ,240.9121058
21,c9a1d194-0364-11ed-8342-71bd901a07f0,LunarLander-v2,DQN,DQNPolicy,sparse,0.01,Sigmoid,,47.91613513899999,-119.99763896000002 -1.2893649999999988 17.846619299999997 -54.287873820000016 -45.38056726000001 -24.43212034 -12.286668020000004 40.89516786 69.78563014 63.49404346 13.451628039999997 82.21833011999999 45.464865280000005 61.410209300000005 92.43110650000001 89.44116700000001 127.18199172 152.80994803999997 159.14554248 200.42068694 ,200.42068694
22,51d052e8-036a-11ed-bfef-c545e806f25b,LunarLander-v2,DQN,DQNPolicy,lecun_uniform,zeros,ReLU,,61.56146357499999,-253.34840054000006 -101.26254703999999 -73.19866786000001 -110.15721045999999 14.541259579999991 110.99007665999997 85.55768971999998 46.91791304000001 73.01821324 66.28791527999998 132.39365636000002 108.2771157 53.2245932 173.29996332000002 85.89678408 148.58248046 207.28133487999997 161.55937534 186.48031436 114.88741218 ,207.28133488
23,f85b052e-036d-11ed-8342-71bd901a07f0,LunarLander-v2,DQN,DQNPolicy,sparse,zeros,LeakyReLU,,49.505321785,-234.75365219999998 -129.16339886 -24.600072 -61.49135212 -9.94208454 -13.08166242 -1.6718960600000004 102.45969232 94.87125875999999 127.17108269999999 66.67252090000001 112.59585024 68.97247433999999 78.15223538000001 153.56819507999998 113.08964268 169.55124582000002 110.67535405999999 67.59333344000001 199.43766818 ,199.43766818
24,08fcee10-0378-11ed-a894-85ace9012568,LunarLander-v2,DQN,DQNPolicy,lecun_uniform,zeros,LeakyReLU,,81.72673617800002,-151.91254184000002 -108.0146062 27.267813259999997 -10.877228340000016 73.20023358 62.09662574 113.82422693999997 92.13590098 109.50780731999998 104.26055554 116.3672807 96.41032314000002 79.94911257999999 98.29752426 43.349181679999994 195.49057902 128.49812528 175.93901316 175.96438442 212.78041234000003 ,212.78041234000003
25,bc3d9e0c-0378-11ed-a21d-955236a5f734,LunarLander-v2,DQN,DQNPolicy,sparse,zeros,ReLU,,71.618020849,-154.37908643999998 -110.26651740000003 -25.961987680000004 -33.583665339999996 20.795077440000007 101.61530266000001 -18.484889499999994 95.15899048000001 136.88874532000003 168.58178766 34.17247304 143.30118327999998 92.36730037999999 78.96428666000001 136.22871618 148.80047586 167.63520918 148.44396404 103.03762293999998 199.04542822 ,199.04542822
26,019be5ec-0380-11ed-a894-85ace9012568,LunarLander-v2,DQN,DQNPolicy,lecun_uniform,0.01,Sigmoid,,80.365075816,-44.013493440000005 -16.631907620000003 -75.8893756 -31.125844280000006 -20.983723579999996 -1.4556862400000015 29.955575880000005 42.06629552 29.07850362 31.836654220000003 103.79320592000002 144.40325988 176.27788994 178.80568894 139.08882032 148.07729736000002 164.36384836000002 195.71368779999997 214.16936815999998 199.77145116000003 ,214.16936816
27,f4108ca2-0384-11ed-a21d-955236a5f734,LunarLander-v2,DQN,DQNPolicy,sparse,zeros,Tanh,,83.49417990600001,-65.67379926 33.23260894 -38.32508368 14.885494060000003 -18.621816040000002 -21.012542699999997 9.996272860000003 2.688873120000004 64.35260932000001 72.70099674000001 80.68094019999998 123.99805040000001 150.78566588 162.91943566000003 178.12966784 200.87893796 159.22574679999997 233.26121852 126.95480244000001 198.82551905999998 ,233.26121852
28,ed9986e0-0388-11ed-a894-85ace9012568,LunarLander-v2,DQN,DQNPolicy,lecun_uniform,0.01,Tanh,,108.93794298,-47.28371346 -59.64003591999999 -67.49624857999999 18.590783320000007 -19.25297948 -2.8498411200000033 65.59525364000001 90.50112763999999 128.46160421999997 146.2229797 99.07022138 185.71101028 159.1057102 202.48271594000002 239.36145470000002 138.45922552000002 235.91662803999998 235.38840652 231.5650459 198.84951116 ,239.3614547
29,1af50a10-038e-11ed-a21d-955236a5f734,LunarLander-v2,DQN,DQNPolicy,sparse,zeros,Sigmoid,,80.21174041399999,-115.68904868 -28.996452299999998 0.04907197999999695 -9.165469540000002 36.99465174 115.38540278 28.608341619999997 -18.946322099999996 77.15642177999999 50.301466819999995 68.12178187999999 86.81447125999999 101.15683418 167.13982312000002 181.68069204000003 169.51480213999997 167.17345238000001 152.332526 178.88018952000002 195.72217166000001 ,195.72217166
30,4b47a65c-0391-11ed-a894-85ace9012568,LunarLander-v2,DQN,DQNPolicy,lecun_uniform,0.01,ReLU,,121.309530158,-169.91392564 -77.74700546 18.87935581999999 91.6866453 142.16827216000001 173.79050769999998 138.3510228 202.15116626 150.86793487999998 109.10296789999998 170.60894739999998 85.06188184 136.6318744 170.10744915999996 204.61463039999998 185.56377168 163.69007366 99.90747646 201.13363166 229.53392478 ,229.53392478
31,0a92f7fa-0397-11ed-a21d-955236a5f734,LunarLander-v2,DQN,DQNPolicy,sparse,random_uniform,LeakyReLU,,38.139765653000005,-66.82025246 -76.01271022 -30.00982548 -9.1588145 69.35444786000001 88.2931431 42.67657346000001 56.84235982 78.54995052000001 174.18449226 93.22411386 116.34725285999998 131.47308632 53.181845040000006 74.85551192 -35.579801159999974 -8.897221859999991 -36.99815828000002 38.116358579999975 9.172961420000002 ,174.18449226
32,8e650b38-039a-11ed-a894-85ace9012568,LunarLander-v2,DQN,DQNPolicy,lecun_uniform,0.01,LeakyReLU,,102.115464542,-318.93003826000006 -93.98632992 -47.39999709999999 88.21829504 149.41319764 65.144949 92.13294268000001 159.02378903999997 155.39452992 151.98579638 135.70231636 158.16360832 125.87596278000001 167.99612974000001 110.61879896 222.45272952 228.70457679999998 202.69169402000003 118.00971608 171.09662383999998 ,228.7045768
33,96814ed0-039f-11ed-a21d-955236a5f734,LunarLander-v2,DQN,DQNPolicy,sparse,random_uniform,ReLU,,59.75580080899999,-131.22888454000002 -86.30179932 -75.96971213999998 35.27772118 109.81594464 66.81217087999998 104.87259406000001 -55.63763144000001 25.752169100000014 65.61554298 35.778377379999995 86.56396420000002 140.08131946 67.96248374 123.7390432 166.94340964 149.89316191999998 163.21001560000002 104.20252540000001 97.73360024000002 ,166.94340964
34,5f6af736-03a2-11ed-a894-85ace9012568,LunarLander-v2,DQN,DQNPolicy,xavier_normal,random_uniform,Sigmoid,,63.597347926,-67.9340568 4.526951440000002 -3.261344900000009 -32.002848920000005 -16.836879219999997 45.831117899999995 34.24414626000001 30.664712420000008 40.86324456 -6.916969560000003 68.1640678 82.89501379999999 92.69107844 140.61441098 117.95814295999999 134.30054962 142.23479415999998 151.2451951 156.63392628000003 156.03170619999997 ,156.63392628000005
35,7bdd56d8-03ad-11ed-b52e-095b9b9febcd,LunarLander-v2,DQN,DQNPolicy,sparse,random_uniform,Tanh,,94.285858309,-52.88348137999999 11.388683360000007 33.92761048 -11.83283912 10.268257139999989 5.698378560000002 23.231938979999995 35.42301644 110.24153184 101.90733395999999 190.84396210000003 150.96603426000001 136.87227651999999 181.93685338 122.48935420000001 161.92640056 203.57984028 172.46934502000002 130.42342562 166.83924398 ,203.57984028
36,46b95524-03ad-11ed-9075-b1562a316548,LunarLander-v2,DQN,DQNPolicy,xavier_normal,random_uniform,Tanh,,101.650351258,-89.4172375 0.18362168000000095 -61.98826362000001 -4.35986872 0.277711459999999 26.364218819999998 38.027090480000005 70.1009195 156.92508207999998 127.37291936000001 142.69215094 206.80128874000002 144.52442282 139.1944111 185.56580484 159.80245788000002 215.80415838000005 205.66062154000002 194.10772544000002 175.36778994000002 ,215.80415838000005
37,2eb45e0c-03b6-11ed-b52e-095b9b9febcd,LunarLander-v2,DQN,DQNPolicy,sparse,random_uniform,Sigmoid,,74.26137694,-115.05036276000001 47.197956899999994 3.1864985999999957 25.5384503 -36.38965814 -12.70318328 62.77814458 105.95722228 97.93268827999998 70.76508224 24.600907940000003 18.758805979999998 113.58268746000002 101.9231632 118.08405151999997 187.24663539999997 152.6344124 160.63875493999998 163.75136668 194.79391428 ,194.79391428
38,365e46c2-03b6-11ed-9075-b1562a316548,LunarLander-v2,DQN,DQNPolicy,xavier_normal,random_uniform,ReLU,,40.403547258,-177.46289767999997 -88.97645924000001 -8.78259932 13.48378342 7.937997479999993 6.884230760000003 59.06871268 46.757639700000006 49.40880678 184.1103934 155.0392395 86.52516471999999 -5.386270380000025 -1.8391232399999637 30.579840940000008 -17.033071420000013 128.42150866000003 101.23378603999997 116.3672411 121.73302125999999 ,184.1103934
39,56c1a68a-03bf-11ed-b52e-095b9b9febcd,LunarLander-v2,DQN,DQNPolicy,orthogonal,0.01,LeakyReLU,,110.464071731,-151.08515803999998 -80.72215724 -41.5912723 -7.114253020000007 24.86449984 76.97410712000001 68.85933254000001 118.51356846000002 115.93988126000002 160.09447862 172.2163459 159.46111932000002 190.43559462000002 187.10279494000002 168.1509814 219.53020070000002 205.36241512 203.89432184 197.45729808000002 220.93733546000004 ,220.93733546000004
40,2a5c06ba-03c1-11ed-9075-b1562a316548,LunarLander-v2,DQN,DQNPolicy,xavier_normal,random_uniform,LeakyReLU,,80.679619073,-85.85297901999999 -80.64732614 -5.90375228 -27.54809124 33.93392934 21.99402156 103.85316066000003 121.34179312 88.48113509999999 143.4777745 77.96420076000001 88.85822982000002 128.2811692 123.96729396 160.32408091999997 146.2417799 131.34676058000002 149.4923099 129.06714538 164.91974543999999 ,164.91974544
41,bf0d87ec-03c7-11ed-b52e-095b9b9febcd,LunarLander-v2,DQN,DQNPolicy,orthogonal,0.01,ReLU,,109.83941433700002,-166.76409088 -135.5927768 -31.331642059999997 -24.17867757999999 83.34904767999998 101.36218314 120.24177494 159.09439700000001 148.96879705999999 207.2042689 176.73134304 129.46348524 115.83744504 93.52805570000001 152.47031854 182.30874458 210.27486 196.43002652 232.81554974 244.57517693999998 ,244.57517694
42,f2d55292-03c9-11ed-9075-b1562a316548,LunarLander-v2,DQN,DQNPolicy,xavier_normal,zeros,Sigmoid,,52.650018076,-75.112737 18.022297580000004 42.131166640000004 -62.9543904 -58.080497839999985 -39.15204298 22.608147679999995 -13.968603959999992 -30.21223662000001 -12.848570780000003 57.246597099999995 54.12867497999999 57.65004536 100.59469240000001 129.13296595999998 174.05063739999997 192.05659685999996 134.38076156 200.15062572000002 163.17623186 ,200.15062572
43,f8ae335c-03d1-11ed-b52e-095b9b9febcd,LunarLander-v2,DQN,DQNPolicy,orthogonal,0.01,Tanh,,106.394413232,-0.5017923599999999 -28.318144659999994 -62.825552200000004 22.549970139999992 5.789342259999998 26.978733179999995 54.17518015999999 78.97012912 69.16015266000001 130.0849584 97.79090592000003 183.76584251999998 151.64984160000003 192.63361882000004 203.11555697999998 214.25537278000002 229.85518708 203.5628477 192.35766603999997 162.8384485 ,229.85518708
44,b0f8adec-03d3-11ed-9075-b1562a316548,LunarLander-v2,DQN,DQNPolicy,xavier_normal,zeros,Tanh,,95.359750189,6.411236439999998 15.16312404 -80.76517226 -66.20295918000001 -35.46621028 -31.45791188 -59.10061552 42.01536356000001 86.40536372 92.85405258 134.9435736 203.57893746 168.47678625999998 238.4085744 183.72103428 229.44804985999994 171.6468987 205.5687661 172.64834789999998 228.89776399999997 ,238.4085744
45,7c68a288-03da-11ed-b52e-095b9b9febcd,LunarLander-v2,DQN,DQNPolicy,orthogonal,0.01,Sigmoid,,90.290854771,-25.778408559999995 -9.97694504 32.74953782 -20.156881039999995 17.09845024 23.966997219999996 22.11663664 99.39215182 24.461846199999997 65.04494512 114.82689645999999 91.09960882 84.39825422 169.09490408 182.62989190000002 200.92254464 170.89896131999998 170.34474366 200.56815882 192.11480108 ,200.92254464
46,95703352-03dc-11ed-9075-b1562a316548,LunarLander-v2,DQN,DQNPolicy,xavier_normal,zeros,ReLU,,84.375029764,-110.39524053999999 -106.06259725999999 -70.26253492000001 -23.693236099999996 2.107715080000008 -19.59296666 64.04560871999999 126.13766042 122.3747481 106.32416731999999 165.90685393999996 111.11813167999999 90.64431916 121.7067014 134.92361564 197.02014585999999 150.21683786 235.17930241999997 215.55618385999998 174.24517930000002 ,235.17930242
47,4732c392-03e3-11ed-b52e-095b9b9febcd,LunarLander-v2,DQN,DQNPolicy,orthogonal,zeros,LeakyReLU,,-10.702987985999991,-180.33231302 -146.9614856 -102.03545078 -156.995111 -79.99790478 -54.18406228000001 -111.1515535 -13.246896119999985 -58.28388756000002 12.984566900000004 27.13303487999997 -22.2097309 29.785049799999978 72.64658696000001 90.3214169 88.22664699999996 137.09114086000002 58.80192293999998 58.72747310000002 135.62079648 ,137.09114086000002
48,9cd1b2e2-03e6-11ed-9075-b1562a316548,LunarLander-v2,DQN,DQNPolicy,xavier_normal,zeros,LeakyReLU,,-74.85835394399999,-223.71471594 -71.90253546 -88.00398772 -96.95235104000001 -95.08638438 -96.62828568000002 -130.03667366 -68.53841410000003 -121.90038071999996 -140.01726476 12.200444319999997 -19.17148147999999 -142.94878046 -120.31222331999997 -115.77060905999997 -4.494741319999991 -8.54282895999999 36.47438514000002 29.795451460000002 -31.615701739999984 ,36.47438514000002
49,4a9d4932-03eb-11ed-b52e-095b9b9febcd,LunarLander-v2,DQN,DQNPolicy,orthogonal,zeros,ReLU,,77.416944831,-234.37256022000003 -97.01428488 -38.419449959999994 -15.764021879999996 13.752340719999998 95.49790166 78.64396256 54.83571614000001 135.39674052 108.61456677999999 143.17516162 201.23424676 150.67866196 142.99784064 142.13635348000003 104.18916678000001 106.49131871999998 121.60161679999999 105.46394714 229.19967128000002 ,229.19967128
50,12e6d2de-03ef-11ed-9075-b1562a316548,LunarLander-v2,DQN,DQNPolicy,xavier_normal,0.01,Sigmoid,,88.49831576199999,-76.37288027999998 -16.754081199999998 -13.588406459999998 20.00769556000001 4.11879696 9.184231459999992 -6.424232339999996 9.336610859999997 40.94849338 76.78187294 106.69245612 111.5254496 191.13835320000004 204.67673968 201.14796040000002 192.62006897999999 152.65965297999998 203.92421385999998 149.4836736 208.85964594 ,208.85964594
51,864c97a8-03f5-11ed-b52e-095b9b9febcd,LunarLander-v2,DQN,DQNPolicy,orthogonal,zeros,Tanh,,82.351336535,-45.38196998 1.114182460000002 -14.8549593 -24.765840139999998 -10.997793219999998 24.154849760000012 18.68523756 8.800347600000002 56.83723288 70.9313755 40.96688044 144.39008389999998 116.08448388000002 144.51643814 196.27770555999996 173.49886366 219.24353014 171.64571548 213.85900786000002 142.02135851999998 ,219.24353014
52,3c9fce10-03f8-11ed-9075-b1562a316548,LunarLander-v2,DQN,DQNPolicy,xavier_normal,0.01,Tanh,,121.020270318,0.676299880000002 6.993954420000003 -18.399325179999988 19.05290142 15.553436259999998 17.58282194 80.10412086000001 114.65937594000002 103.70029142000001 183.76511295999998 211.51794020000003 101.27593084 200.03536105999996 228.23042486 175.2585592 149.52588998000002 216.6572158 223.45180528 206.82193722000002 183.941352 ,228.23042486
53,b6d1db86-03ff-11ed-b52e-095b9b9febcd,LunarLander-v2,DQN,DQNPolicy,orthogonal,zeros,Sigmoid,,87.17231588900002,-14.647677720000008 9.808330240000004 32.838847040000005 -16.788353299999994 24.01864470000001 16.205787420000004 36.877457619999994 35.58373912 82.84988934 41.20231334 41.2992005 127.44118104000002 100.46311041999999 154.63458148 135.14580142 232.52837617999998 182.70977396 192.25600964 166.12359652 162.89570882000004 ,232.52837618
54,9ae313e8-0401-11ed-9075-b1562a316548,LunarLander-v2,DQN,DQNPolicy,xavier_normal,0.01,ReLU,,114.254081541,-206.1949681 -76.15902129999999 -24.873788819999998 -11.164662720000006 39.62017985999999 111.60409384000002 85.12205753999999 169.31680114 113.49206426 147.87873146 210.36632902000002 164.98076622000002 177.1454478 207.6631667 206.29898439999997 173.17636458 194.41689015999998 202.17003562 211.29226638 188.92989278 ,211.29226638
55,44fb7dfc-040c-11ed-9af6-4f66ae653b70,LunarLander-v2,DQN,DQNPolicy,xavier_normal,0.01,LeakyReLU,,92.80211115299998,-261.21322176 -88.54834149999999 -124.40540848 48.72373812 51.52168512000001 49.36095662000001 42.02405137999999 138.01575234 158.03050967999997 140.77148896 197.73522908 193.55467584000002 145.18579821999998 190.11560730000002 114.12375914000002 158.3265088 168.9951826 182.05186066000002 180.39009614 171.2822948 ,197.73522908
56,7b7090f2-040c-11ed-a77f-2365bae7794e,LunarLander-v2,DQN,DQNPolicy,orthogonal,random_uniform,LeakyReLU,,52.709850164,-177.89129717999998 -79.63524748 -40.458898160000004 -13.64470357999999 -9.177967159999998 33.5950823 54.00113748 40.572206900000005 122.40636406000002 126.80382268000001 94.29821851999999 -14.159437800000001 45.593747519999994 149.31585493999995 111.75284076 91.37100754000001 131.20420814 96.33460086 119.8259619 172.08950104000002 ,172.08950104000002
57,7642174c-0414-11ed-9af6-4f66ae653b70,LunarLander-v2,DQN,DQNPolicy,xavier_uniform,random_uniform,Sigmoid,,99.485905623,-66.22178244 17.099953559999996 52.49790670000001 -39.00514336000001 49.33848954000001 43.96269509999999 121.53828494 42.57965852000001 44.20855816000001 64.81547599999999 129.11794884 136.93138947999998 95.90372289999999 107.30309623999999 153.9626633 174.97072434 206.69225898 206.30971730000002 207.04315702 240.66933734000003 ,240.66933734000003
58,3c3dc7de-0415-11ed-a77f-2365bae7794e,LunarLander-v2,DQN,DQNPolicy,orthogonal,random_uniform,ReLU,,105.440588949,-140.36591372 -102.56182650000001 -12.762087580000001 37.12476098 121.66666722 66.95903591999999 -23.879032580000004 151.35482178 103.89416651999997 95.50636816 175.65345484 148.90671802 161.31724002 171.86782105999998 235.50263969999997 196.31298022 129.82706674000002 197.85916372 191.35825101999995 203.26948344000002 ,235.5026397
59,283b5b40-041d-11ed-9af6-4f66ae653b70,LunarLander-v2,DQN,DQNPolicy,xavier_uniform,random_uniform,Tanh,,86.08286243900001,-61.78821084 -39.62526242 -89.57290505999998 -57.08872496 -11.57346592 8.37275744 46.52547452 43.53217558 39.6286177 91.28515064 140.85030627999998 110.9217803 176.88099626000002 235.06195446 143.30256709999998 246.38468618000002 232.53252862 112.13846398000001 145.5423268 208.34603211999996 ,246.38468618
60,dbb846e0-041f-11ed-a77f-2365bae7794e,LunarLander-v2,DQN,DQNPolicy,orthogonal,random_uniform,Tanh,,91.438814989,-90.46709022 -8.758490559999995 -33.151655600000005 47.75702912 58.769614379999986 74.94936824 11.202593679999998 49.076795620000006 56.98269895999999 77.31546184 98.30931838 123.55467724 130.989047 109.46539014 183.29744454000001 144.19061394 193.98047214 195.50926938 198.46452122 207.33922034000003 ,207.33922034000005
61,3356f044-0426-11ed-9af6-4f66ae653b70,LunarLander-v2,DQN,DQNPolicy,xavier_uniform,random_uniform,ReLU,,86.243266377,-102.6728497 -102.71642277999999 5.466233099999995 2.7322856399999997 20.411741060000004 41.152305680000005 45.056801740000004 54.70613406 105.74946579999998 138.94809578 124.07776569999999 94.22190426 91.14923710000001 121.30117878000001 206.55114548 220.31922676000005 167.81463394000002 200.36655670000005 204.14041502 86.08947341999999 ,220.31922676000005
62,a41cb708-0428-11ed-a77f-2365bae7794e,LunarLander-v2,DQN,DQNPolicy,orthogonal,random_uniform,Sigmoid,,74.886313195,-135.57530024 -6.66018886 56.032286060000004 -77.28713452 -24.050157320000004 -48.1350389 -9.358138460000001 21.12535234 51.60506016000001 42.61241382 59.19231097999999 99.70480678 127.36744922 168.6571013 160.23591186 189.47715377999998 179.54816483999997 189.83351785999997 204.25831725999996 249.14237594000002 ,249.14237594
63,6caa14b0-0431-11ed-a77f-2365bae7794e,LunarLander-v2,DQN,DQNPolicy,kaiming_uniform,0.01,LeakyReLU,,80.95516172999999,-301.43620330000005 -143.181695 36.79415944 10.427212659999995 88.95545213999999 77.38917158000001 138.2698307 148.68395784 116.54595033999999 183.03325392 108.41138326000001 31.862915540000007 55.87370972000001 110.4044895 138.01502944 164.33793136 174.9940947 135.95970428 177.4139686 166.34891788 ,183.03325392
64,ecd97dfc-0430-11ed-9af6-4f66ae653b70,LunarLander-v2,DQN,DQNPolicy,xavier_uniform,random_uniform,LeakyReLU,,68.811096369,-104.9179578 -125.53370328000001 -45.515662660000004 -88.56554759999999 0.3866911000000016 -33.5643725 54.30730548000001 41.954316879999986 23.727582320000003 102.08027252 66.20321175999997 75.16062575999999 105.43090344000002 150.25773786000002 149.95014006000002 214.15717088000002 195.53370624000001 180.45349636 215.91796777999997 198.79804278 ,215.91796778
65,4a6fa2ee-043f-11ed-a254-6fa16fa1ea0d,LunarLander-v2,DQN,DQNPolicy,xavier_uniform,zeros,Sigmoid,,108.855717797,-65.18828414 -8.85946702 42.112037859999994 -9.515623139999999 38.617979760000004 95.37126156 128.82182868 114.23002885999999 139.58628326000002 124.32449712 166.85622505999999 155.07852517999999 158.61736122000005 135.6107094 146.18722368 136.82891180000001 180.39690392000003 179.76248328000003 133.30558094 184.96988866 ,184.96988866
66,9141a23a-043f-11ed-ae08-b9346e2b6f70,LunarLander-v2,DQN,DQNPolicy,kaiming_uniform,0.01,ReLU,,72.168508118,-210.85428536 -131.81169033999998 -21.33713056 -36.52264100000001 58.32405828000001 83.8311107 92.41266429999999 103.48037647999999 113.0065484 81.30110124000001 129.6456038 126.6987796 164.56557572 170.82621636000005 119.52842233999999 119.76135113999999 103.97354942000001 150.2808782 135.65807091999997 90.60160271999999 ,170.82621636000005
67,8608e9c0-0447-11ed-a254-6fa16fa1ea0d,LunarLander-v2,DQN,DQNPolicy,xavier_uniform,zeros,Tanh,,101.229922263,-38.17589844 21.80546758 -70.85142182000001 -67.56523584 -27.201022320000003 16.124480580000004 34.95384983999999 64.67006925999999 123.09225326 107.40507768000002 122.64881872000001 173.13244633999997 186.78211626 169.59960796000001 177.82407822 207.15681998 210.48480307999998 236.79414411999997 173.86033107999998 202.05765972 ,236.79414412
68,a81e98b0-0448-11ed-ae08-b9346e2b6f70,LunarLander-v2,DQN,DQNPolicy,kaiming_uniform,0.01,Tanh,,105.32333311,-29.97925182 -72.09404024 -74.13887240000001 -48.94674448 -61.302864240000005 -24.040382060000006 62.89421264000001 86.70006254 121.78306836000002 156.51851022 138.86929166 143.91185438000002 196.30796368 186.75747184000002 200.27209404 217.80683166 228.67433836 258.47992934 194.04905676000004 223.94413196 ,258.47992934
69,213f971a-0450-11ed-a254-6fa16fa1ea0d,LunarLander-v2,DQN,DQNPolicy,xavier_uniform,zeros,ReLU,,73.039955445,-169.59914246 -29.55184078 -5.6301181000000025 29.74479336 22.24738573999999 72.13365026 84.49531628 69.59263117999998 142.34211899999997 13.641441260000011 70.64442528 36.05907264 169.95033188000002 137.23244924 151.35571044 177.42418406000002 102.96934856 99.89376908000003 140.33722946 145.51635252 ,177.42418406000002
70,bb00549c-0451-11ed-ae08-b9346e2b6f70,LunarLander-v2,DQN,DQNPolicy,kaiming_uniform,0.01,Sigmoid,,78.34929990500001,-83.99757812 -41.961536779999996 -65.61908679999999 -70.06949406 -9.088463999999998 34.92219454 10.13969208 -2.62287126 31.655246920000003 69.45855420000001 102.58896553999998 113.15710916 133.69545165999997 175.80749866000002 223.34561139999997 150.34185326 201.15393211999998 206.74347396 190.45915204 196.87629358 ,223.3456114
71,06ec928c-045a-11ed-a254-6fa16fa1ea0d,LunarLander-v2,DQN,DQNPolicy,xavier_uniform,zeros,LeakyReLU,,80.083587813,-142.47755348 -31.517208000000004 7.961615719999995 74.20985388 62.61145126 25.083333220000007 43.41605918 60.662626079999995 48.254870100000005 117.14983526 90.40688746000001 97.56805933999999 166.2567132 86.74415465999999 100.2531458 168.56087354 195.92043868000002 146.00187474 190.09243733999998 94.51228827999999 ,195.92043868
72,327574b8-045b-11ed-ae08-b9346e2b6f70,LunarLander-v2,DQN,DQNPolicy,kaiming_uniform,zeros,LeakyReLU,,95.524954019,-179.44535748000004 -67.03411387999998 -19.323355899999996 68.938511 92.96715120000002 120.87933484 172.10191098 104.00223140000003 181.54981465999998 93.25428894 135.91206087999998 199.70114282 118.42022322 131.6292977 131.60189626000002 131.05083000000002 143.98406608 92.39388404 126.09834394000002 131.81691968 ,199.70114282
73,4238338e-0462-11ed-a254-6fa16fa1ea0d,LunarLander-v2,DQN,DQNPolicy,xavier_uniform,0.01,Sigmoid,,55.79864018599999,-125.16017778 -3.3276936199999994 -6.4337463 -79.42620339999999 -41.644562359999995 -5.240498220000006 -15.545430039999994 27.47108432 34.36643828 64.68926189999999 31.158452079999996 8.044469700000004 79.59426830000001 182.90636342 171.86687211999998 172.97696714 161.19891786 136.06950066 140.90536316 181.50315650000002 ,182.90636342
